series_id,timestep,dim_0,dim_1,dim_2,dim_3,dim_4,dim_5,dim_6,dim_7,dim_8,dim_9,dim_10,dim_11,dim_12,dim_13,dim_14,dim_15,dim_16,dim_17,dim_18,dim_19,dim_20,dim_21,dim_22,dim_23,label
0,21,0.062438,0.329044,-0.685466,-0.493971,-0.054251,-0.71634,-0.796923,-0.450246,-0.53899,0.841067,-0.771187,-0.473944,-0.250828,0.140763,-0.704332,0.065846,0.029542,-0.574948,0.053048,0.200691,-0.806053,-0.486259,-0.144266,-0.803718,4.0
0,22,-0.160582,0.595222,-0.891882,0.084138,0.505936,-0.390237,-1.0288,-0.28277,-0.386924,0.949251,-0.389637,-0.373787,-0.544495,0.270133,-0.700492,0.4911,0.115595,-0.356686,-0.303749,0.421103,-0.944572,0.229361,0.308278,-0.494199,4.0
0,23,-0.633307,0.624985,-1.170822,0.342128,0.605833,-0.623153,-1.06858,-0.249624,-0.324548,1.050856,-0.40669,-0.189166,-0.821853,0.26527,-0.822307,0.650812,0.298246,-0.421056,-0.725226,0.490504,-1.195113,0.51684,0.434969,-0.728199,4.0
0,24,-1.113923,0.616613,-1.417568,0.946373,0.625232,-0.816062,-1.112119,-0.121347,-0.321709,1.081079,-0.370599,-0.019905,-1.141061,0.28483,-0.871992,1.024666,0.320454,-0.445954,-1.146342,0.414412,-1.303931,0.978982,0.455711,-0.764236,4.0
0,25,-1.545462,0.45641,-1.532446,1.560078,0.55659,-0.722861,-1.195029,-0.031981,-0.350244,1.113876,-0.229417,0.072173,-1.396733,0.304994,-1.028482,1.378932,0.300218,-0.418868,-1.539056,0.331625,-1.483245,1.535631,0.628421,-0.553241,4.0
0,26,-1.867234,0.395317,-1.325571,1.935687,0.439711,-0.532157,-1.222549,0.004876,-0.357314,1.154039,-0.146737,0.151771,-1.593468,0.257309,-0.974426,1.643733,0.250264,-0.23869,-1.781259,0.236662,-1.145386,1.670329,0.431273,-0.459965,4.0
0,27,-1.96221,0.288116,-1.148472,1.950222,0.342896,-0.14205,-1.121028,-0.000674,-0.247507,1.062872,-0.141624,0.149737,-1.568803,0.174773,-0.804188,1.532793,0.130126,-0.019607,-1.867478,0.169903,-0.97874,1.768165,0.345482,-0.24585,4.0
0,28,-2.042082,0.250682,-0.975525,2.131079,0.369876,0.163368,-1.089727,0.039344,-0.213427,1.093242,-0.081839,0.176773,-1.681393,0.180194,-0.699413,1.658933,0.198162,0.123191,-1.959881,0.207193,-0.813869,1.890503,0.37977,-0.000407,4.0
0,29,-2.133169,0.235802,-0.824918,2.126015,0.367179,0.42021,-1.113536,0.09343,-0.254642,1.113581,0.000284,0.212438,-1.755041,0.190982,-0.660403,1.645928,0.196465,0.268536,-1.932761,0.198682,-0.52019,1.935721,0.355123,0.229768,4.0
0,30,-2.104933,0.197454,-0.70467,2.053882,0.272491,0.61528,-1.070349,0.084751,-0.219971,1.072769,0.040632,0.236175,-1.716106,0.167664,-0.565013,1.598381,0.165862,0.407606,-1.937531,0.182639,-0.510724,1.848502,0.266445,0.361957,4.0
0,31,-2.052543,0.166,-0.680691,1.990205,0.213265,0.68751,-1.05659,0.080803,-0.212158,1.074922,0.06017,0.254837,-1.685069,0.152739,-0.537057,1.567538,0.148247,0.423443,-1.915798,0.158893,-0.459955,1.839825,0.226672,0.459911,4.0
0,32,-2.088645,0.137392,-0.639966,2.039243,0.148868,0.693191,-1.054226,0.073332,-0.214205,1.070961,0.05484,0.265465,-1.701543,0.136047,-0.514244,1.606797,0.125006,0.470547,-1.938267,0.129221,-0.417328,1.795886,0.145224,0.433166,4.0
0,33,-2.058607,0.052128,-0.653525,2.049479,0.031957,0.676065,-1.059885,0.055099,-0.223456,1.045557,-0.001514,0.260113,-1.543924,0.060852,-0.48949,1.599939,0.033322,0.45238,-1.940185,0.051164,-0.427666,1.986095,0.058111,0.552294,4.0
0,34,-2.067922,-0.123506,-0.677719,2.079578,-0.160838,0.634737,-1.075575,-0.020945,-0.237232,1.048825,-0.08586,0.254883,-1.688204,-0.072572,-0.478023,1.615749,-0.114419,0.420841,-1.954568,-0.111519,-0.414631,1.839558,-0.12726,0.327541,4.0
0,35,-1.973175,-0.41847,-0.70048,2.130218,-0.47898,0.586883,-1.05291,-0.150352,-0.248969,1.029728,-0.204498,0.232989,-1.512769,-0.291045,-0.538557,1.662605,-0.361103,0.376809,-1.866407,-0.388889,-0.436239,1.811918,-0.374829,0.240524,4.0
0,36,-1.654191,-0.852231,-0.80396,1.959991,-0.982751,0.306296,-0.956864,-0.329322,-0.225334,1.013387,-0.419217,0.191254,-1.328344,-0.603488,-0.509867,1.50761,-0.702103,0.213207,-1.655645,-0.83707,-0.736017,1.733091,-0.808673,0.067353,4.0
0,37,-1.494491,-1.201431,-0.756572,1.796142,-1.322028,0.097041,-0.876631,-0.442773,-0.250861,0.955068,-0.544703,0.135562,-1.191253,-0.837597,-0.49178,1.420147,-0.94904,0.094442,-1.381974,-0.993327,-0.569195,1.588167,-1.087528,-0.112152,4.0
0,38,-1.247257,-1.436095,-0.739488,1.533115,-1.538583,-0.078316,-0.827995,-0.5768,-0.198271,0.858099,-0.6526,0.062545,-1.082309,-1.033807,-0.494286,1.226197,-1.121855,-0.040812,-1.240533,-1.292238,-0.549807,1.376045,-1.312346,-0.305851,4.0
0,39,-1.063626,-1.704426,-0.673516,1.295336,-1.801356,-0.254961,-0.733414,-0.689258,-0.157733,0.726155,-0.764072,-0.062058,-0.95765,-1.274334,-0.471996,1.094309,-1.340587,-0.178743,-1.055212,-1.478371,-0.505734,1.177484,-1.541006,-0.500087,4.0
0,40,-0.832244,-1.852032,-0.675284,1.007058,-1.950689,-0.440673,-0.656911,-0.768035,-0.121151,0.653366,-0.838638,-0.144578,-0.811775,-1.383664,-0.464671,0.929795,-1.466719,-0.323043,-0.876053,-1.707011,-0.498227,0.947067,-1.673124,-0.641886,4.0
0,41,-0.563308,-1.833314,-0.734147,0.66193,-1.978446,-0.630637,-0.56915,-0.775587,-0.167367,0.514593,-0.85369,-0.276583,-0.635603,-1.450797,-0.513061,0.663937,-1.526564,-0.493711,-0.640569,-1.665692,-0.594922,0.623278,-1.705746,-0.73543,4.0
0,42,-0.477529,-1.84381,-0.73716,0.510333,-1.953984,-0.730317,-0.540651,-0.770013,-0.17859,0.48107,-0.857167,-0.308154,-0.597342,-1.427605,-0.520119,0.561915,-1.524839,-0.58679,-0.572035,-1.665811,-0.613148,0.561562,-1.753077,-0.756132,4.0
0,43,-0.487402,-1.83062,-0.750605,0.412795,-2.004474,-0.759711,-0.536958,-0.760843,-0.188206,0.448322,-0.835251,-0.341492,-0.585555,-1.402386,-0.514388,0.501919,-1.538907,-0.646123,-0.577011,-1.690889,-0.62654,0.489734,-1.717286,-0.778303,4.0
0,44,-0.485995,-1.820712,-0.727674,0.412242,-1.991646,-0.752121,-0.540678,-0.755059,-0.176391,0.446156,-0.831464,-0.342179,-0.584078,-1.400848,-0.515452,0.484961,-1.488929,-0.636533,-0.590547,-1.670588,-0.598373,0.512017,-1.62781,-0.730352,4.0
0,45,-0.480247,-1.781465,-0.726221,0.455973,-1.997254,-0.739009,-0.554347,-0.755607,-0.151265,0.463632,-0.839226,-0.335967,-0.582965,-1.348376,-0.491898,0.495581,-1.570962,-0.662418,-0.601448,-1.549534,-0.562569,0.534231,-1.70831,-0.736694,4.0
0,46,-0.496073,-1.804775,-0.749053,0.446786,-1.998531,-0.717695,-0.553331,-0.757969,-0.149752,0.472489,-0.836149,-0.330216,-0.58618,-1.40752,-0.507573,0.505991,-1.501208,-0.618588,-0.586057,-1.683287,-0.604036,0.538949,-1.662609,-0.694982,4.0
0,47,-0.491603,-1.799706,-0.776479,0.425194,-1.976082,-0.722251,-0.539924,-0.750134,-0.163843,0.478672,-0.820673,-0.330609,-0.576324,-1.404789,-0.522418,0.504966,-1.509975,-0.627342,-0.577205,-1.681223,-0.582788,0.508224,-1.711594,-0.740081,4.0
0,48,-0.537007,-1.751323,-0.60374,0.434855,-1.960404,-0.732514,-0.532755,-0.739081,-0.167192,0.48342,-0.808422,-0.331849,-0.564975,-1.333561,-0.500071,0.514186,-1.469024,-0.615128,-0.572906,-1.567532,-0.557784,0.541325,-1.691657,-0.716364,4.0
0,49,-0.475939,-1.772353,-0.763048,0.468405,-2.006394,-0.746059,-0.542361,-0.742756,-0.14948,0.524973,-0.822569,-0.327494,-0.558973,-1.352779,-0.496261,0.555468,-1.499101,-0.622807,-0.583432,-1.569074,-0.525659,0.559272,-1.683121,-0.757526,4.0
0,50,-0.479505,-1.761632,-0.793202,0.460464,-1.96968,-0.748141,-0.538084,-0.739077,-0.152398,0.529075,-0.818008,-0.327047,-0.554771,-1.343922,-0.504874,0.558496,-1.488183,-0.621811,-0.58339,-1.575989,-0.53564,0.571569,-1.721661,-0.741532,4.0
0,51,-0.54737,-1.600105,-0.809446,0.556062,-1.669622,-0.748726,-0.66899,-0.673415,-0.162021,0.622368,-0.717765,-0.095969,-0.649392,-1.250653,-0.623894,0.619648,-1.271334,-0.495517,-0.557755,-1.416602,-0.849636,0.618919,-1.497652,-0.754927,3.0
0,52,-0.546334,-1.599419,-0.80942,0.555061,-1.669502,-0.747725,-0.668925,-0.672343,-0.162178,0.622228,-0.717714,-0.09566,-0.649375,-1.250582,-0.623943,0.619756,-1.27151,-0.495715,-0.564046,-1.410958,-0.847596,0.648665,-1.465919,-0.706829,3.0
0,53,-0.549748,-1.595734,-0.812398,0.554836,-1.670118,-0.747451,-0.668808,-0.671408,-0.161562,0.622004,-0.7179,-0.095565,-0.649494,-1.250849,-0.623813,0.619872,-1.271783,-0.495867,-0.570812,-1.415166,-0.849363,0.618913,-1.50323,-0.758939,3.0
0,54,-0.546891,-1.599754,-0.807165,0.556115,-1.668893,-0.744543,-0.66852,-0.67255,-0.161616,0.621909,-0.718088,-0.09559,-0.649611,-1.250752,-0.623672,0.61999,-1.271894,-0.495898,-0.56769,-1.414259,-0.846805,0.614933,-1.505058,-0.758864,3.0
0,55,-0.550253,-1.595733,-0.810336,0.557987,-1.669932,-0.744497,-0.668654,-0.672274,-0.161632,0.62194,-0.718276,-0.095707,-0.649766,-1.250994,-0.623432,0.62019,-1.272,-0.49585,-0.565577,-1.413212,-0.845616,0.624227,-1.499588,-0.748027,3.0
0,56,-0.548429,-1.602007,-0.808593,0.555708,-1.667385,-0.74804,-0.668843,-0.671954,-0.16089,0.622165,-0.718382,-0.09502,-0.64983,-1.251644,-0.623348,0.620724,-1.272074,-0.495438,-0.569985,-1.415281,-0.846951,0.624869,-1.483619,-0.741598,3.0
0,57,-0.549099,-1.60002,-0.81101,0.551634,-1.663546,-0.751657,-0.669179,-0.672573,-0.160717,0.622169,-0.718356,-0.095279,-0.650041,-1.251707,-0.623244,0.621043,-1.27193,-0.495755,-0.562388,-1.414368,-0.850613,0.617772,-1.500347,-0.755998,3.0
0,58,-0.556074,-1.598692,-0.810708,0.555288,-1.661591,-0.748884,-0.6696,-0.671551,-0.154857,0.622187,-0.71825,-0.095719,-0.650355,-1.250682,-0.623076,0.621191,-1.271568,-0.495892,-0.570212,-1.41752,-0.851605,0.618085,-1.500487,-0.756336,3.0
0,59,-0.555707,-1.600736,-0.810815,0.557018,-1.654678,-0.751645,-0.669455,-0.669597,-0.152765,0.622277,-0.718161,-0.095326,-0.650704,-1.249528,-0.622227,0.621707,-1.271166,-0.495958,-0.569268,-1.423542,-0.854508,0.651729,-1.477432,-0.720506,3.0
0,60,-0.557958,-1.591811,-0.813824,0.557984,-1.649527,-0.743812,-0.669398,-0.669648,-0.151864,0.622866,-0.717686,-0.095666,-0.650847,-1.248487,-0.621991,0.622641,-1.270466,-0.495342,-0.565551,-1.412953,-0.853381,0.63196,-1.4999,-0.752012,3.0
0,61,-0.553234,-1.591113,-0.815425,0.566558,-1.630224,-0.733035,-0.669679,-0.667292,-0.150058,0.624083,-0.716408,-0.094883,-0.650396,-1.246853,-0.62106,0.6254,-1.268885,-0.49418,-0.626425,-1.424772,-0.858843,0.64509,-1.504714,-0.757162,3.0
0,62,-0.549882,-1.590596,-0.818611,0.595124,-1.614476,-0.712638,-0.670801,-0.665674,-0.152762,0.633585,-0.711404,-0.093205,-0.650092,-1.246757,-0.621029,0.643664,-1.265776,-0.493072,-0.624049,-1.423903,-0.854109,0.725728,-1.490298,-0.686931,3.0
0,63,-0.547074,-1.592096,-0.821851,0.688472,-1.608153,-0.681849,-0.676536,-0.669314,-0.16177,0.666459,-0.696744,-0.083452,-0.649929,-1.248785,-0.622836,0.713273,-1.250214,-0.46948,-0.563747,-1.40582,-0.856623,0.815264,-1.421285,-0.641918,3.0
0,64,-0.547472,-1.602356,-0.821689,0.909471,-1.582867,-0.644525,-0.682671,-0.671885,-0.165749,0.760445,-0.636456,-0.052076,-0.647905,-1.248284,-0.625518,0.930046,-1.215352,-0.430416,-0.570537,-1.417198,-0.860477,1.064269,-1.451664,-0.627264,3.0
0,65,-0.547966,-1.599226,-0.82469,1.157087,-1.481245,-0.589063,-0.683274,-0.673065,-0.168387,0.840362,-0.605519,-0.042702,-0.644577,-1.241159,-0.629906,1.090538,-1.164064,-0.410366,-0.564758,-1.409226,-0.864928,1.229323,-1.288464,-0.563642,3.0
0,66,-0.550916,-1.598969,-0.822868,1.382427,-1.354248,-0.542618,-0.685972,-0.670237,-0.16399,0.935638,-0.544327,-0.026727,-0.642186,-1.241658,-0.631027,1.233589,-1.043775,-0.355109,-0.560517,-1.423287,-0.86705,1.163881,-1.352256,-0.615426,3.0
0,67,-0.542093,-1.603676,-0.826124,1.566687,-1.1889,-0.496907,-0.686465,-0.672269,-0.178498,1.001168,-0.454451,0.00176,-0.636529,-1.240499,-0.633726,1.390993,-0.917512,-0.307874,-0.552689,-1.425001,-0.869893,1.375895,-1.220442,-0.49299,3.0
0,68,-0.52124,-1.556698,-0.805734,1.745725,-0.890654,-0.388013,-0.674229,-0.654806,-0.188845,1.052392,-0.277821,0.043051,-0.620607,-1.200348,-0.619661,1.489047,-0.605013,-0.183774,-0.487904,-1.395545,-0.674961,1.598398,-0.932174,-0.360969,3.0
0,69,-0.504822,-1.565751,-0.8096,1.921566,-0.577987,-0.322715,-0.665595,-0.672921,-0.203554,1.060961,-0.134932,0.068326,-0.609512,-1.210907,-0.626801,1.567378,-0.390821,-0.136124,-0.469777,-1.405923,-0.682834,1.78822,-0.661215,-0.273161,3.0
0,70,-0.495935,-1.569814,-0.803328,1.981537,-0.388943,-0.291207,-0.658397,-0.678477,-0.206098,1.066033,-0.0622,0.080381,-0.601511,-1.211982,-0.625443,1.601333,-0.234834,-0.107235,-0.649273,-1.477833,-0.715241,1.878864,-0.493018,-0.254229,3.0
0,71,-0.501577,-1.515698,-0.810895,2.031765,-0.151191,-0.25504,-0.652845,-0.686176,-0.21005,1.088835,0.025083,0.085363,-0.593705,-1.212493,-0.625598,1.76475,-0.024051,-0.122697,-0.617331,-1.416269,-0.778744,1.946599,-0.249701,-0.237104,3.0
0,72,-0.487637,-1.521628,-0.811801,2.052745,-0.048099,-0.234476,-0.651434,-0.687039,-0.210979,1.092585,0.071187,0.087538,-0.591356,-1.212181,-0.625731,1.771026,0.038455,-0.118864,-0.608244,-1.431083,-0.786875,2.011744,-0.168495,-0.247898,3.0
0,73,-0.492315,-1.526458,-0.80593,2.066242,0.006819,-0.22123,-0.650212,-0.687413,-0.210915,1.099135,0.098787,0.086811,-0.58963,-1.212388,-0.625531,1.773624,0.090943,-0.116737,-0.61136,-1.425608,-0.774207,2.006709,-0.07874,-0.211967,3.0
0,74,-0.483577,-1.525762,-0.801972,2.049396,0.058515,-0.25057,-0.64939,-0.688408,-0.211034,1.105184,0.122087,0.082182,-0.586547,-1.210626,-0.621473,1.759778,0.136901,-0.120111,-0.60949,-1.44915,-0.762211,2.013007,-0.041811,-0.246524,3.0
0,75,-0.48466,-1.525945,-0.803348,2.053354,0.064866,-0.258964,-0.648826,-0.690015,-0.211935,1.106584,0.127353,0.078757,-0.585109,-1.210625,-0.620885,1.75406,0.142487,-0.126384,-0.611047,-1.442816,-0.764546,1.97191,-0.029298,-0.24578,3.0
0,76,-0.481376,-1.52276,-0.80599,2.042906,0.075965,-0.286869,-0.648383,-0.68994,-0.211847,1.106799,0.128193,0.076533,-0.584319,-1.210898,-0.620424,1.752164,0.143172,-0.133011,-0.609571,-1.441454,-0.768336,1.938959,-0.022124,-0.216289,3.0
0,77,-0.495632,-1.518539,-0.806073,2.049896,0.045679,-0.275836,-0.648996,-0.690031,-0.210745,1.10728,0.125942,0.073831,-0.583938,-1.210672,-0.619697,1.753088,0.132757,-0.141309,-0.616983,-1.439229,-0.757904,1.938373,-0.030499,-0.186065,3.0
0,78,-0.495853,-1.523185,-0.803885,2.05482,0.015689,-0.276495,-0.650641,-0.689453,-0.207296,1.107159,0.120335,0.072246,-0.58671,-1.213281,-0.617011,1.75669,0.117081,-0.146757,-0.619137,-1.400245,-0.762975,1.939631,-0.081728,-0.249006,3.0
0,79,-0.511046,-1.525139,-0.795095,2.043124,-0.041231,-0.292561,-0.652001,-0.688929,-0.208025,1.107813,0.10248,0.070646,-0.592012,-1.216713,-0.615794,1.751763,0.069435,-0.152638,-0.630781,-1.429039,-0.753404,1.918261,-0.086345,-0.169409,3.0
0,80,-0.52607,-1.532057,-0.789268,2.017753,-0.157005,-0.343486,-0.652818,-0.685307,-0.206182,1.104411,0.065018,0.071466,-0.596136,-1.218367,-0.615099,1.663446,-0.006758,-0.139679,-0.635251,-1.402971,-0.755179,1.902718,-0.183348,-0.228472,3.0
0,81,-0.516968,-1.53242,-0.80028,1.95613,-0.311502,-0.38412,-0.654053,-0.685227,-0.207087,1.082312,-0.010882,0.069508,-0.598224,-1.220321,-0.617453,1.583867,-0.101223,-0.138875,-0.630594,-1.416244,-0.762725,1.848386,-0.304329,-0.275481,3.0
0,82,-0.497035,-1.544522,-0.80086,1.916195,-0.504804,-0.423888,-0.655191,-0.6872,-0.206721,1.086983,-0.084337,0.057106,-0.599706,-1.218193,-0.61929,1.559008,-0.262923,-0.170682,-0.623826,-1.438881,-0.769664,1.795219,-0.469235,-0.303941,3.0
0,83,-0.496718,-1.54286,-0.797792,1.834806,-0.711652,-0.469869,-0.656761,-0.687166,-0.19953,1.067158,-0.216501,0.047882,-0.600827,-1.217113,-0.622268,1.513778,-0.457143,-0.183558,-0.619278,-1.442921,-0.772362,1.745933,-0.657777,-0.311367,3.0
0,84,-0.490099,-1.553943,-0.801138,1.743915,-0.933445,-0.518462,-0.661822,-0.673634,-0.188801,1.084483,-0.350098,0.040077,-0.605885,-1.215981,-0.624326,1.496196,-0.645539,-0.225598,-0.624421,-1.455044,-0.769781,1.623107,-0.811985,-0.313532,3.0
0,85,-0.500545,-1.57352,-0.802062,1.593098,-1.161185,-0.580893,-0.662204,-0.669213,-0.164363,1.0354,-0.492468,0.023564,-0.610225,-1.219773,-0.626965,1.37562,-0.862074,-0.26878,-0.641929,-1.528256,-0.717685,1.568757,-1.169273,-0.513233,3.0
0,86,-0.51373,-1.577077,-0.795446,1.402158,-1.34825,-0.636686,-0.666693,-0.664342,-0.167598,0.935642,-0.56969,0.009706,-0.618106,-1.219229,-0.628691,1.226321,-0.984927,-0.285776,-0.666728,-1.480443,-0.70405,1.360913,-1.302254,-0.488703,3.0
0,87,-0.524424,-1.567233,-0.795595,1.201645,-1.478593,-0.665037,-0.668505,-0.658902,-0.170288,0.836498,-0.661156,-0.008262,-0.624661,-1.215478,-0.626774,1.109946,-1.104285,-0.324934,-0.682408,-1.475417,-0.689571,1.171965,-1.492779,-0.538506,3.0
0,88,-0.534743,-1.574482,-0.808689,1.039642,-1.585416,-0.675958,-0.679618,-0.662922,-0.17603,0.777446,-0.711683,-0.019183,-0.638143,-1.226085,-0.633304,0.997749,-1.188777,-0.353571,-0.696587,-1.472217,-0.690573,1.000971,-1.557243,-0.549807,3.0
0,89,-0.532686,-1.560284,-0.809122,0.900692,-1.618727,-0.673876,-0.672672,-0.661235,-0.178049,0.725396,-0.731322,-0.029265,-0.636097,-1.220166,-0.630023,0.874372,-1.2147,-0.343606,-0.683719,-1.505035,-0.706117,0.856971,-1.618051,-0.557731,3.0
0,90,-0.52913,-1.554778,-0.814674,0.793046,-1.639571,-0.676896,-0.658498,-0.659753,-0.180769,0.683098,-0.741312,-0.030555,-0.633618,-1.216233,-0.630311,0.802204,-1.233179,-0.344089,-0.67974,-1.493014,-0.69784,0.790748,-1.616806,-0.571276,3.0
0,91,-0.52832,-1.542514,-0.80373,0.69899,-1.63682,-0.658477,-0.646475,-0.654099,-0.173461,0.655858,-0.739006,-0.028815,-0.628194,-1.211114,-0.627472,0.727778,-1.23782,-0.34096,-0.674117,-1.486164,-0.694742,0.675369,-1.633157,-0.593912,3.0
0,92,-0.538172,-1.566853,-0.819698,0.627531,-1.667167,-0.668989,-0.656102,-0.666766,-0.177714,0.643379,-0.752393,-0.03396,-0.639755,-1.232566,-0.639226,0.691233,-1.258323,-0.358072,-0.675462,-1.495175,-0.71211,0.59092,-1.523841,-0.433775,3.0
0,93,-0.530492,-1.585491,-0.817797,0.589846,-1.705872,-0.665162,-0.652753,-0.662113,-0.179588,0.633561,-0.756103,-0.039145,-0.634393,-1.242048,-0.649213,0.644446,-1.378663,-0.456671,-0.672215,-1.491382,-0.700728,0.512789,-1.585305,-0.518649,3.0
